"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","35","...","Earnings by place of work",283318,319997,362878,414133,485632,493166,501059,560268,617909,723516,818010,870296,991756,1027132,1087783,1234190,1292398,1327156,1362853,1469190,1527021,1630472,1732890,1808259,1888689,2093686,2214642,2350692,2404291,2499758,2574250,2664528,2806944,2850893,2961412,3048574,3187464,3249569,3304296,3328471,3269516,3282941,3373644,3507734,3543124
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","36","...","Less: Contributions for government social insurance 5/",15721,18064,21332,26092,33919,36260,37272,42341,47827,57001,68376,75763,89744,94880,102460,115267,125679,130292,132851,146216,155228,166212,177460,183592,195109,214938,227328,240644,245036,251954,255632,263439,275905,282328,291851,312080,322374,332720,335893,353093,351749,357237,321356,325567,371417
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","37","...","  Employee and self-employed contributions for government social insurance",8074,9108,10526,12797,16823,18334,18840,20700,23267,27615,33392,37426,44840,47858,51230,56597,63383,66095,67632,74861,80442,85718,91597,94797,101381,112347,120210,126552,128852,132238,135281,138406,145433,148940,154000,161860,168458,176461,179399,186859,186572,188241,150556,151933,196004
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","38","...","  Employer contributions for government social insurance",7647,8956,10806,13295,17096,17926,18432,21641,24560,29386,34984,38337,44904,47022,51230,58670,62296,64197,65219,71355,74786,80494,85863,88795,93728,102591,107118,114092,116184,119716,120351,125033,130472,133388,137851,150220,153916,156259,156494,166234,165177,168996,170800,173634,175413
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","42","...","Plus: Adjustment for residence 6/",-10279,-11424,-11948,-14591,-17310,-17462,-18463,-20707,-24614,-29539,-34555,-30337,-37424,-39765,-42028,-45750,-46980,-44532,-43959,-44361,-44331,-47916,-57632,-57758,-61441,-71219,-75243,-83959,-85922,-87642,-87170,-95907,-100545,-104146,-109778,-112009,-116281,-114472,-123499,-128210,-130856,-127675,-131663,-127224,-128001
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","45","...","Equals: Net earnings by place of residence",257318,290509,329598,373450,434403,439444,445324,497220,545468,636976,715079,764196,864588,892487,943295,1073173,1119739,1152332,1186043,1278613,1327462,1416344,1497798,1566909,1632139,1807529,1912071,2026089,2073333,2160162,2231448,2305182,2430494,2464419,2559783,2624485,2748809,2802377,2844904,2847168,2786911,2798029,2920625,3054943,3043706
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","46","...","Plus: Dividends, interest, and rent 7/",42908,53930,61291,67632,77731,80436,84738,91181,101955,117247,130837,161621,194800,222849,240927,264625,281245,299474,311356,328746,381819,390176,403661,410538,431942,463842,489164,526675,556912,591227,584427,603745,642270,643375,687508,689495,675719,695307,805569,866799,785943,779351,983795,931494,950486
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","47","...","Plus: Personal current transfer receipts",27557,35437,42573,48186,54202,67304,85915,93629,95035,103643,116445,140777,161177,174767,191061,202427,215391,232636,243532,262838,290148,318568,365540,408565,435474,466017,487771,515541,532836,541801,570591,618171,668980,750351,754782,805920,847364,897104,945364,1053509,1162547,1248505,1291033,1292948,1323372
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","50","...","Wages and salaries",215725,245585,271648,314890,363536,374009,384507,428415,481493,555913,637019,704463,775919,809551,851587,931672,987505,1006581,1038079,1096798,1144162,1219851,1277301,1310470,1388973,1521351,1610964,1719905,1772610,1823077,1844761,1926339,1967464,1998801,2070918,2137225,2226713,2268302,2342097,2392758,2362027,2365857,2387496,2437586,2445262
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","60","...","Supplements to wages and salaries",29601,36267,44016,50460,57462,55641,60878,70647,82412,96047,110387,124242,138293,148589,161073,179533,195831,205897,210462,227420,250419,275047,294862,316428,331287,354442,364940,383493,387151,407279,413346,429330,441701,469221,506440,535509,563434,578823,579937,589930,628729,637427,652720,650920,676677
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","61","...","  Employer contributions for employee pension and insurance funds 8/",21954,27311,33210,37165,40366,37715,42446,49006,57852,66661,75403,85905,93389,101567,109843,120863,133535,141700,145243,156065,175633,194553,208999,227633,237559,251851,257822,269401,270967,287563,292995,304297,311229,335833,368589,385289,409518,422564,423443,423696,463552,468431,481920,477286,501264
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","62","...","  Employer contributions for government social insurance",7647,8956,10806,13295,17096,17926,18432,21641,24560,29386,34984,38337,44904,47022,51230,58670,62296,64197,65219,71355,74786,80494,85863,88795,93728,102591,107118,114092,116184,119716,120351,125033,130472,133388,137851,150220,153916,156259,156494,166234,165177,168996,170800,173634,175413
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","70","...","Proprietors' income 9/",37992,38145,47214,48783,64634,63516,55674,61206,54004,71556,70604,41591,77544,68992,75123,122985,109062,114678,114312,144972,132440,135574,160727,181361,168429,217893,238738,247294,244530,269402,316143,308859,397779,382871,384054,375840,397317,402444,382262,345783,278760,279657,333428,419228,421185
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","71","...","  Farm proprietors' income",14740,13530,19736,16876,31655,29441,18629,17893,3487,13756,8189,-20681,17000,12048,8129,49448,32343,33838,37224,54720,40878,36875,61364,69077,53531,93962,86064,77288,73241,60957,75304,77767,84649,92114,105405,75010,101041,86076,83946,124103,92448,100321,150246,221023,211727
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","72","...","  Nonfarm proprietors' income",23252,24615,27478,31907,32979,34075,37045,43313,50517,57800,62415,62272,60544,56944,66994,73537,76719,80840,77088,90252,91562,98699,99363,112284,114898,123931,152674,170006,171289,208445,240839,231092,313130,290757,278649,300830,296276,316368,298316,221680,186312,179336,183182,198205,209458
"10500","Albany, GA (Metropolitan Statistical Area)","","CA4","7010","...","Total employment",53813,55527,57139,60656,64136,61360,59212,59886,61621,64454,66510,66284,67040,66060,66278,69522,71096,70814,71010,70486,70955,72212,71684,71406,73056,76059,78366,80407,80915,80537,79952,80758,79520,77961,79265,79353,81088,81213,81682,80941,78732,78094,79783,79883,79752
