Year,CBSA,CBSA Name,Composite,Rank,Score
2013-2014,41740,San Diego-Carlsbad; CA Metropolitan Statistical Area,Growth,39,0.435817386
2013-2014,41860,San Francisco-Oakland-Hayward; CA Metropolitan Statistical Area,Growth,12,3.810140594
2013-2014,41940,San Jose-Sunnyvale-Santa Clara; CA Metropolitan Statistical Area,Growth,1,8.461308207
2013-2014,42540,Scranton--Wilkes-Barre--Hazleton; PA Metropolitan Statistical Area,Growth,60,-0.776137835
2013-2014,42660,Seattle-Tacoma-Bellevue; WA Metropolitan Statistical Area,Growth,15,3.232660821
2013-2014,44060,Spokane-Spokane Valley; WA Metropolitan Statistical Area,Growth,50,-0.384710332
2013-2014,44140,Springfield; MA Metropolitan Statistical Area,Growth,48,-0.322093274
2013-2014,44700,Stockton-Lodi; CA Metropolitan Statistical Area,Growth,38,0.460008432
2013-2014,45060,Syracuse; NY Metropolitan Statistical Area,Growth,96,-3.67128975
2013-2014,45300,Tampa-St. Petersburg-Clearwater; FL Metropolitan Statistical Area,Growth,25,1.473128268
2013-2014,45780,Toledo; OH Metropolitan Statistical Area,Growth,68,-1.450562791
2013-2014,46060,Tucson; AZ Metropolitan Statistical Area,Growth,97,-3.959577427
2013-2014,46140,Tulsa; OK Metropolitan Statistical Area,Growth,45,-0.274557846
2013-2014,46520,Urban Honolulu; HI Metropolitan Statistical Area,Growth,74,-1.994317561
2013-2014,47260,Virginia Beach-Norfolk-Newport News; VA-NC Metropolitan Statistical Area,Growth,100,-4.793878158
2013-2014,47900,Washington-Arlington-Alexandria; DC-VA-MD-WV Metropolitan Statistical Area,Growth,94,-3.545654723
2013-2014,48620,Wichita; KS Metropolitan Statistical Area,Growth,72,-1.838017792
2013-2014,49180,Winston-Salem; NC Metropolitan Statistical Area,Growth,57,-0.594863323
2013-2014,49340,Worcester; MA-CT Metropolitan Statistical Area,Growth,44,-0.030815039
2013-2014,49660,Youngstown-Warren-Boardman; OH-PA Metropolitan Statistical Area,Growth,98,-4.410735812
