year,CBSA,CBSA_name,indicator,value
2013,10780,Alexandria; LA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",123.9808169
2014,10780,Alexandria; LA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",125.9444804
2000,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.6020106
2002,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",103.4941749
2003,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.8231712
2004,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.8927702
2005,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.6681231
2006,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.1590256
2007,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.7593102
2008,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",114.0238439
2009,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",110.7229384
2010,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",110.9868047
2011,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.398273
2012,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",114.580275
2013,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.6386957
2014,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",119.5465658
2000,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100.256541
2002,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100.7895701
2003,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",102.1038038
2004,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.1896404
2005,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.4180303
2006,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.2186008
2007,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",107.182609
2008,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.0253252
2009,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.4659698
2010,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",105.4703304
2011,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.2487341
2012,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.1067404
2013,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.4337576
2014,11020,Altoona; PA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.4066002
2000,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.7396859
2002,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",103.7640077
2003,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",105.7188771
2004,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.1674102
2005,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.3423568
2006,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",118.2042264
2007,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",122.5220559
2008,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",126.761965
2009,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",125.6388543
2010,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",125.907201
2011,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",126.4986146
2012,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",129.4598247
2013,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",130.2459689
2014,11100,Amarillo; TX Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",133.7106452
2000,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.3820702
2002,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",102.8807694
2003,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",105.6254175
2004,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",107.6187864
2005,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.4916712
2006,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.5860657
2007,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.0769799
2008,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.8480541
2009,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.781996
2010,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.5633419
2011,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.3899405
2012,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",119.0898971
2013,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",121.6306955
2014,11180,Ames; IA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",129.6949617
2000,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",105.1462716
2002,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.905042
2003,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.6233765
2004,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.6393307
2005,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",120.0254914
2006,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",123.2577975
2007,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",127.9870002
2008,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",130.9277539
2009,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",135.3821851
2010,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",136.1161066
2011,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",137.1180765
2012,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",140.8793649
2013,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",141.9314505
2014,11260,Anchorage; AK Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",144.6692348
2000,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",97.33960228
2002,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.90258931
2003,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.98117827
2004,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.94391487
2005,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.01384248
2006,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",97.88819236
2007,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",98.96816583
2008,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",92.87467816
2009,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",89.77166009
2010,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",90.3177579
2011,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",90.46735501
2012,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",93.036906
2013,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",94.59019618
2014,11460,Ann Arbor; MI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",96.40523425
2000,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100.1779
2002,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",103.7295432
2003,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",107.4071104
2004,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.6491212
2005,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",114.9416474
2006,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",118.2076981
2007,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",125.3598952
2008,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",125.3530893
2009,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",120.2711455
2010,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",117.686697
2011,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.1988893
2012,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",110.2844214
2013,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",102.9674255
2014,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.8727712
2000,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.4943801
2002,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.6008548
2003,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.8276374
2004,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.3775829
2005,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.3637852
2006,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.1839008
2007,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.3108571
2008,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",114.0629937
2009,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.0935385
2010,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.1249166
2011,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.023411
2012,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",113.9434107
2013,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",114.1068582
2014,11540,Appleton; WI Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",117.9147873
2000,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100.8672819
2002,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100.5611575
2003,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.7067036
2004,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.6292953
2005,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",106.3225539
2006,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",110.9205361
2007,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.027125
2008,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",113.5646095
2009,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.1046963
2010,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.0839803
2011,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",107.9715202
2012,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.9949707
2013,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",111.9634625
2014,11700,Asheville; NC Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.3492527
2000,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",102.6618291
2002,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.7753016
2003,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.2798777
2004,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",109.3920259
2005,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.8008509
2006,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.6639336
2007,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",119.0541842
2008,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",121.1233156
2009,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",118.1698585
2010,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.236939
2011,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",115.2543387
2012,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",116.7678737
2013,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",117.3856014
2014,12020,Athens-Clarke County; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",122.1526307
2000,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",100
2001,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.0451401
2002,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.08895343
2003,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",99.31987311
2004,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",101.8035154
2005,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",104.7847729
2006,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.3069689
2007,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",112.1887353
2008,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,"Aggregate Wages, indexed to 2000",108.6411418
