"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"09003","Hartford, CT ","1","CA4","71","...","  Farm proprietors' income",1000,9198,5968,779,2975,16970,3383,5256,2890,5823,5173,12626,11114,11748,11473,10705,13299,18118,15906,31264,24835,42051,30657,30682,31293,18722,12994,1588,-5746,-1335,-1475,7333,6186,-7929,-274,12,6235,-1727,1163,341,-618,1973,4781,-4188,-5386
"09003","Hartford, CT ","1","CA4","72","...","  Nonfarm proprietors' income",263152,264617,280105,285017,298442,298642,315819,376197,439539,488823,519549,514882,521393,482461,539097,661036,698018,712547,846318,962198,1138655,1123617,1179979,1368084,1490675,1712268,1670843,1745504,1950612,2312009,2582798,3022152,3274835,3420999,3510000,3625475,3798364,4265609,4086313,3879535,4280970,4308246,4229365,4285258,4530638
"09003","Hartford, CT ","1","CA4","7010","...","Total employment",443506,443340,432684,438613,458194,468294,457148,460347,473875,498333,520165,533790,535722,531922,536499,559402,578062,602624,619342,635482,634292,626871,596187,583205,582614,570104,576324,581238,585404,592822,601223,613220,614657,607528,601123,605907,615467,626035,637557,643419,626613,618542,628942,632442,638230
"09003","Hartford, CT ","1","CA4","7020","...","  Wage and salary employment",409986,408771,397439,402997,420077,429391,417680,420390,433213,457349,478074,490182,490789,485583,490434,510480,524827,544551,558583,567776,566339,556617,526462,511546,507401,504420,503237,506116,512848,519531,526996,534422,534429,525290,514858,516145,521840,529992,535982,540175,520882,514757,520513,525229,528857
"09003","Hartford, CT ","1","CA4","7040","...","  Proprietors employment",33520,34569,35245,35616,38117,38903,39468,39957,40662,40984,42091,43608,44933,46339,46065,48922,53235,58073,60759,67706,67953,70254,69725,71659,75213,65684,73087,75122,72556,73291,74227,78798,80228,82238,86265,89762,93627,96043,101575,103244,105731,103785,108429,107213,109373
"09005","Litchfield, CT ","1","CA4","10","...","Personal income (thousands of dollars)",664331,700763,752659,829654,918339,1001461,1080210,1187797,1323629,1481736,1665369,1903495,2130106,2282483,2406115,2723163,2925114,3171301,3527564,3842333,4214804,4309016,4309266,4606594,4814061,4982842,5222376,5480624,5876109,6221913,6558008,7112161,7380272,7344803,7564467,8009255,8360429,9031496,9638438,9873691,9492088,9630853,9942859,10515503,10609163
"09005","Litchfield, CT ","1","CA4","11","...","  Nonfarm personal income 1/",656536,693505,745241,822510,911017,995318,1073954,1180508,1316913,1473466,1657873,1899108,2124970,2273682,2399684,2715374,2919983,3165704,3522750,3837487,4210766,4301013,4301499,4592604,4799784,4967485,5205819,5461171,5851618,6193797,6526781,7073306,7357676,7327713,7545460,7985698,8335318,9013216,9615891,9855224,9474046,9613980,9920663,10498310,10590253
"09005","Litchfield, CT ","1","CA4","12","...","  Farm income 2/",7795,7258,7418,7144,7322,6143,6256,7289,6716,8270,7496,4387,5136,8801,6431,7789,5131,5597,4814,4846,4038,8003,7767,13990,14277,15357,16557,19453,24491,28116,31227,38855,22596,17090,19007,23557,25111,18280,22547,18467,18042,16873,22196,17193,18910
"09005","Litchfield, CT ","1","CA4","20","...","Population (persons) 3/",141990,144428,145079,145915,147138,146215,148701,150150,149083,153720,155612,157234,158753,159431,160714,161025,162394,165087,167512,169822,172755,174462,175469,176261,177147,177588,178258,179236,179770,180506,181328,182597,184118,185974,187424,188601,188912,189682,189866,190175,190015,189746,188946,187516,186924
"09005","Litchfield, CT ","1","CA4","30","...","Per capita personal income (dollars) 4/",4679,4852,5188,5686,6241,6849,7264,7911,8878,9639,10702,12106,13418,14316,14971,16911,18012,19210,21059,22626,24398,24699,24559,26135,27176,28058,29297,30578,32687,34469,36167,38950,40084,39494,40360,42467,44256,47614,50764,51919,49954,50757,52623,56078,56757
"09005","Litchfield, CT ","1","CA4","35","...","Earnings by place of work",403514,403961,419700,464855,521342,550542,554568,630339,712171,810235,890681,977909,1052998,1077500,1132371,1313278,1439417,1583791,1821751,1996441,2149311,2204939,2181917,2344303,2453815,2600104,2695329,2809447,3026829,3100595,3300239,3491817,3593546,3644679,3732946,3871741,3984744,4177490,4233196,4258523,4113531,4097665,4205398,4320576,4408455
"09005","Litchfield, CT ","1","CA4","36","...","Less: Contributions for government social insurance 5/",25812,25736,27673,32772,42353,47251,46537,53267,60720,71275,82092,91225,105603,110687,117712,138943,154288,171251,193547,216421,231330,234915,237091,248239,258577,277542,289860,303086,317295,324288,335351,349164,360296,375197,385880,397665,410845,426172,437166,452536,434929,432431,404624,413925,474357
"09005","Litchfield, CT ","1","CA4","37","...","  Employee and self-employed contributions for government social insurance",13006,13159,14195,16437,20964,23695,23643,26097,29384,33766,39250,44297,51781,54993,57614,66580,76944,85654,99476,109898,120194,121954,124374,129685,134650,145210,153368,158651,167253,169058,178098,182847,187015,193336,198789,205564,214954,228047,234594,243471,233465,230994,194398,197007,255700
"09005","Litchfield, CT ","1","CA4","38","...","  Employer contributions for government social insurance",12806,12577,13478,16335,21389,23556,22894,27170,31336,37509,42842,46928,53822,55694,60098,72363,77344,85597,94071,106523,111136,112961,112717,118554,123927,132332,136492,144435,150042,155230,157253,166317,173281,181861,187091,192101,195891,198125,202572,209065,201464,201437,210226,216918,218657
"09005","Litchfield, CT ","1","CA4","42","...","Plus: Adjustment for residence 6/",115807,125193,136952,155877,178375,204143,228650,249297,282009,327172,389690,454408,496769,542047,584409,643666,703300,759726,829971,902598,934542,965481,993571,1049529,1091150,1104039,1180986,1263548,1403209,1551315,1689521,1883492,1949751,1909332,1948793,2113045,2231509,2358097,2561502,2571664,2433640,2511865,2658988,2726703,2712760
"09005","Litchfield, CT ","1","CA4","45","...","Equals: Net earnings by place of residence",493509,503418,528979,587960,657364,707434,736681,826369,933460,1066132,1198279,1341092,1444164,1508860,1599068,1818001,1988429,2172266,2458175,2682618,2852523,2935505,2938397,3145593,3286388,3426601,3586455,3769909,4112743,4327622,4654409,5026145,5183001,5178814,5295859,5587121,5805408,6109415,6357532,6377651,6112242,6177099,6459762,6633354,6646858
"09005","Litchfield, CT ","1","CA4","46","...","Plus: Dividends, interest, and rent 7/",127337,142846,155874,172943,185599,202977,216122,231302,256419,281318,317843,386221,481855,542287,557527,648252,666356,713274,774848,842889,1015267,990197,941414,963816,1016553,1031447,1076178,1125133,1161723,1287782,1275321,1430872,1487460,1401176,1474258,1582689,1679689,1978267,2269527,2388741,2087363,2105192,2130808,2488325,2545570
"09005","Litchfield, CT ","1","CA4","47","...","Plus: Personal current transfer receipts",43485,54499,67806,68751,75376,91050,127407,130126,133750,134286,149247,176182,204087,231336,249520,256910,270329,285761,294541,316826,347014,383314,429455,497185,511120,524794,559743,585582,601643,606509,628278,655144,709811,764813,794350,839445,875332,943814,1011379,1107299,1292483,1348562,1352289,1393824,1416735
"09005","Litchfield, CT ","1","CA4","50","...","Wages and salaries",299005,300806,308679,342080,384156,410665,406708,453301,511325,581744,644603,714091,769631,793412,832137,947178,1032838,1145792,1289611,1431975,1518693,1571911,1548684,1610804,1647166,1759718,1814049,1921617,2031826,2133813,2216006,2369002,2360857,2350699,2397297,2436644,2475832,2580239,2656624,2720677,2564626,2564192,2626907,2691778,2728609
"09005","Litchfield, CT ","1","CA4","60","...","Supplements to wages and salaries",34740,35586,37834,44920,52223,57730,61878,71388,84256,99525,114392,129182,145232,154812,167573,190641,211373,238105,268024,300476,332336,343124,346945,376733,394403,409030,410835,427751,440494,454319,476821,510012,539918,562084,607757,652699,673120,666240,694450,721185,703799,708804,721953,725453,714856
"09005","Litchfield, CT ","1","CA4","61","...","  Employer contributions for employee pension and insurance funds 8/",21934,23009,24356,28585,30834,34174,38984,44218,52920,62016,71550,82254,91410,99118,107475,118278,134029,152508,173953,193953,221200,230163,234228,258179,270476,276698,274343,283316,290452,299089,319568,343695,366637,380223,420666,460598,477229,468115,491878,512120,502335,507367,511727,508535,496199
"09005","Litchfield, CT ","1","CA4","62","...","  Employer contributions for government social insurance",12806,12577,13478,16335,21389,23556,22894,27170,31336,37509,42842,46928,53822,55694,60098,72363,77344,85597,94071,106523,111136,112961,112717,118554,123927,132332,136492,144435,150042,155230,157253,166317,173281,181861,187091,192101,195891,198125,202572,209065,201464,201437,210226,216918,218657
"09005","Litchfield, CT ","1","CA4","70","...","Proprietors' income 9/",69769,67569,73187,77855,84963,82147,85982,105650,116590,128966,131686,134636,138135,129276,132661,175459,195206,199894,264116,263990,298282,289904,286288,356766,412246,431356,470445,460079,554509,512463,607412,612803,692771,731896,727892,782398,835792,931011,882122,816661,845106,824669,856538,903345,964990
"09005","Litchfield, CT ","1","CA4","71","...","  Farm proprietors' income",5763,5242,5389,4916,4863,3518,3338,4146,2867,5363,4111,660,1356,4578,2854,4604,2274,3220,2735,2709,1657,4996,4658,11016,10612,10992,11412,13555,18387,20996,25129,31449,18345,11135,13560,19029,21316,13714,17237,12885,11983,10554,16707,7975,8939
"09005","Litchfield, CT ","1","CA4","72","...","  Nonfarm proprietors' income",64006,62327,67798,72939,80100,78629,82644,101504,113723,123603,127575,133976,136779,124698,129807,170855,192932,196674,261381,261281,296625,284908,281630,345750,401634,420364,459033,446524,536122,491467,582283,581354,674426,720761,714332,763369,814476,917297,864885,803776,833123,814115,839831,895370,956051
"09005","Litchfield, CT ","1","CA4","7010","...","Total employment",57387,54787,53247,56062,59709,60633,57918,60149,62991,67439,69189,70244,71386,71316,71113,74309,76614,79359,80244,83511,84478,84869,82222,83035,84340,84381,86474,88245,89628,91938,93059,95004,94242,93082,93639,95506,96175,97699,99378,100758,96739,95269,95333,95839,96322
"09005","Litchfield, CT ","1","CA4","7020","...","  Wage and salary employment",48785,45906,44105,46697,49557,50280,47386,49418,51374,55078,56426,56968,57504,56521,56049,58805,60345,62250,63514,65155,66244,65695,63151,62133,62749,63455,65011,65854,66947,68613,69378,70122,69122,67655,66936,66869,66418,67125,67335,67947,63722,62752,63417,64349,64257
"09005","Litchfield, CT ","1","CA4","7040","...","  Proprietors employment",8602,8881,9142,9365,10152,10353,10532,10731,11617,12361,12763,13276,13882,14795,15064,15504,16269,17109,16730,18356,18234,19174,19071,20902,21591,20926,21463,22391,22681,23325,23681,24882,25120,25427,26703,28637,29757,30574,32043,32811,33017,32517,31916,31490,32065
"09007","Middlesex, CT ","1","CA4","10","...","Personal income (thousands of dollars)",509319,550178,585334,645157,718338,792677,864983,933974,1015847,1142638,1300493,1476410,1651031,1787174,1938837,2213754,2429556,2667073,2963406,3245395,3488164,3590703,3648461,3824135,4010411,4148542,4336625,4580073,4911285,5222823,5573689,6071043,6376395,6360950,6589607,7078642,7380499,7900245,8604601,8947075,8637747,8743477,8970348,9469629,9503226
"09007","Middlesex, CT ","1","CA4","11","...","  Nonfarm personal income 1/",504308,545315,580388,640042,712377,787366,858428,926943,1008673,1136162,1294453,1469593,1645397,1778841,1929425,2202832,2418404,2654496,2950235,3231650,3477017,3581210,3640334,3815398,4001431,4140438,4327733,4571282,4901763,5212474,5562221,6056928,6361369,6342928,6575581,7063964,7369175,7889198,8591393,8935700,8627762,8735973,8963722,9464227,9498677
"09007","Middlesex, CT ","1","CA4","12","...","  Farm income 2/",5011,4863,4946,5115,5961,5311,6555,7031,7174,6476,6040,6817,5634,8333,9412,10922,11152,12577,13171,13745,11147,9493,8127,8737,8980,8104,8892,8791,9522,10349,11468,14115,15026,18022,14026,14678,11324,11047,13208,11375,9985,7504,6626,5402,4549
"09007","Middlesex, CT ","1","CA4","20","...","Population (persons) 3/",112020,115455,117094,119498,121975,124075,124892,125240,124713,126681,128363,129288,130091,130084,131028,133347,134191,135581,138446,140714,142431,143514,144146,144486,145617,146682,148119,148995,150377,151806,153340,155593,157006,159187,160864,161450,162191,163473,164129,164962,165607,165620,166190,165470,165562
"09007","Middlesex, CT ","1","CA4","30","...","Per capita personal income (dollars) 4/",4547,4765,4999,5399,5889,6389,6926,7457,8145,9020,10131,11420,12691,13739,14797,16601,18105,19671,21405,23064,24490,25020,25311,26467,27541,28283,29278,30740,32660,34405,36349,39019,40612,39959,40964,43844,45505,48328,52426,54237,52158,52792,53976,57229,57400
"09007","Middlesex, CT ","1","CA4","35","...","Earnings by place of work",342320,368995,381502,424741,478257,513531,547850,595897,634201,724335,829108,912383,982866,1023574,1128306,1335987,1529760,1728437,1972760,2167460,2253125,2324696,2428911,2450005,2527806,2650728,2732782,2874533,3103410,3255386,3587280,3809703,4107309,4184026,4354714,4706206,4844161,5102087,5204618,5278181,5031114,4824381,4919148,5047592,5159670
"09007","Middlesex, CT ","1","CA4","36","...","Less: Contributions for government social insurance 5/",21954,23616,25165,30018,38784,43793,46036,50837,55145,65195,77870,84958,98184,104002,115258,140164,161630,184189,207033,232126,241380,246967,262567,261832,269477,287894,298348,312961,333796,346830,372997,389167,408572,432956,450289,482147,495842,516515,529480,547033,524298,499404,462327,473472,552503
"09007","Middlesex, CT ","1","CA4","37","...","  Employee and self-employed contributions for government social insurance",10839,11757,12614,14686,18928,21546,22734,24354,25702,29810,36024,40616,47540,51023,55934,66261,79504,90854,103553,116321,122407,125152,134464,132789,136158,145569,151380,158504,167482,173072,188771,195136,207707,217527,226323,242235,251570,267141,273552,284484,270789,257199,210429,214939,285669
"09007","Middlesex, CT ","1","CA4","38","...","  Employer contributions for government social insurance",11115,11859,12551,15332,19856,22247,23302,26483,29443,35385,41846,44342,50644,52979,59324,73903,82126,93335,103480,115805,118973,121815,128103,129043,133319,142325,146968,154457,166314,173758,184226,194031,200865,215429,223966,239912,244272,249374,255928,262549,253509,242205,251898,258533,266834
"09007","Middlesex, CT ","1","CA4","42","...","Plus: Adjustment for residence 6/",73213,74306,80701,89469,100570,115168,120795,133401,161016,184372,209886,240589,272655,313786,341458,357272,369928,382236,410433,456128,479477,475308,451376,539575,601873,589409,622202,677451,733178,843757,850364,995404,959263,973310,954840,938546,1005747,985315,1161476,1213606,1236716,1492003,1608472,1666782,1591688
"09007","Middlesex, CT ","1","CA4","45","...","Equals: Net earnings by place of residence",393579,419685,437038,484192,540043,584906,622609,678461,740072,843512,961124,1068014,1157337,1233358,1354506,1553095,1738058,1926484,2176160,2391462,2491222,2553037,2617720,2727748,2860202,2952243,3056636,3239023,3502792,3752313,4064647,4415940,4658000,4724380,4859265,5162605,5354066,5570887,5836614,5944754,5743532,5816980,6065293,6240902,6198855
"09007","Middlesex, CT ","1","CA4","46","...","Plus: Dividends, interest, and rent 7/",84139,92513,98810,106478,118768,135804,147827,156205,171568,193330,221658,272594,335984,377873,395706,462422,481468,518850,558147,605463,718457,730964,688088,698703,734443,768857,821458,864192,918220,967920,989283,1100948,1121189,989887,1058831,1216528,1287934,1528519,1899679,2055528,1798537,1780640,1752181,2037121,2084660
"09007","Middlesex, CT ","1","CA4","47","...","Plus: Personal current transfer receipts",31601,37980,49486,54487,59527,71967,94547,99308,104207,105796,117711,135802,157710,175943,188625,198237,210030,221739,229099,248470,278485,306702,342653,397684,415766,427442,458531,476858,490273,502590,519759,554155,597206,646683,671511,699509,738499,800839,868308,946793,1095678,1145857,1152874,1191606,1219711
"09007","Middlesex, CT ","1","CA4","50","...","Wages and salaries",265492,290941,296759,330606,372135,401160,423427,454335,477034,541998,623139,695568,746679,779737,854626,1020847,1155943,1320385,1494052,1624137,1694774,1758300,1821496,1812685,1846102,1956377,2004544,2110990,2269563,2392033,2591506,2734142,2911943,2952987,3056097,3277499,3358755,3558638,3645333,3688278,3476584,3265647,3355202,3448269,3523708
"09007","Middlesex, CT ","1","CA4","60","...","Supplements to wages and salaries",32066,35640,37598,45047,51885,57981,66534,73412,82877,97135,115205,129350,145977,155160,172682,203103,233087,266755,302344,326557,354893,372660,395295,410201,430022,443539,456228,464858,500593,524461,577369,617593,684976,677014,733290,826047,855266,855669,887589,918212,893128,874627,889099,893647,886355
"09007","Middlesex, CT ","1","CA4","61","...","  Employer contributions for employee pension and insurance funds 8/",20951,23781,25047,29715,32029,35734,43232,46929,53434,61750,73359,85008,95333,102181,113358,129200,150961,173420,198864,210752,235920,250845,267192,281158,296703,301214,309260,310401,334279,350703,393143,423562,484111,461585,509324,586135,610994,606295,631661,655663,639619,632422,637201,635114,619521
"09007","Middlesex, CT ","1","CA4","62","...","  Employer contributions for government social insurance",11115,11859,12551,15332,19856,22247,23302,26483,29443,35385,41846,44342,50644,52979,59324,73903,82126,93335,103480,115805,118973,121815,128103,129043,133319,142325,146968,154457,166314,173758,184226,194031,200865,215429,223966,239912,244272,249374,255928,262549,253509,242205,251898,258533,266834
"09007","Middlesex, CT ","1","CA4","70","...","Proprietors' income 9/",44762,42414,47145,49088,54237,54390,57889,68150,74290,85202,90764,87465,90210,88677,100998,112037,140730,141297,176364,216766,203458,193736,212120,227119,251682,250812,272010,298685,333254,338892,418405,457968,510390,554025,565327,602660,630140,687780,671696,671691,661402,684107,674847,705676,749607
"09007","Middlesex, CT ","1","CA4","71","...","  Farm proprietors' income",2393,2104,1993,1669,1961,772,1590,1751,770,1749,1137,1964,1210,3860,5051,6464,6519,8115,8584,7547,4852,2829,2302,2648,1644,527,287,-108,-214,510,1511,1187,463,-1154,-651,1,446,-686,-948,-1418,-2706,-4618,-3823,-10389,-11891
"09007","Middlesex, CT ","1","CA4","72","...","  Nonfarm proprietors' income",42369,40310,45152,47419,52276,53618,56299,66399,73520,83453,89627,85501,89000,84817,95947,105573,134211,133182,167780,209219,198606,190907,209818,224471,250038,250285,271723,298793,333468,338382,416894,456781,509927,555179,565978,602659,629694,688466,672644,673109,664108,688725,678670,716065,761498
"09007","Middlesex, CT ","1","CA4","7010","...","Total employment",44922,46017,45203,48142,50870,52766,52283,53509,54947,58046,60855,61883,62511,61574,62896,68361,73937,77890,81492,84003,83750,82674,81175,78543,78986,78890,80800,82173,84042,85144,87847,89680,90999,90595,91519,93783,95409,96554,98307,98987,95557,92630,93136,94607,95961
"09007","Middlesex, CT ","1","CA4","7020","...","  Wage and salary employment",39633,40531,39579,41915,44149,45822,45129,46245,47167,49821,52375,53093,53151,51924,53109,58093,62929,66034,69603,70479,70040,68451,67246,63901,63629,64211,65001,65870,67722,68464,70812,71725,72826,72300,72226,73480,74271,74882,75544,75396,71903,68469,68876,70597,71488
"09007","Middlesex, CT ","1","CA4","7040","...","  Proprietors employment",5289,5486,5624,6227,6721,6944,7154,7264,7780,8225,8480,8790,9360,9650,9787,10268,11008,11856,11889,13524,13710,14223,13929,14642,15357,14679,15799,16303,16320,16680,17035,17955,18173,18295,19293,20303,21138,21672,22763,23591,23654,24161,24260,24010,24473
"09009","New Haven, CT ","1","CA4","10","...","Personal income (thousands of dollars)",3352460,3590585,3808608,4110230,4475302,4881868,5238078,5604590,6141414,6792977,7564355,8472589,9447704,10118764,10893456,12204127,13052020,14063302,15358896,16948371,18279152,18791862,18963893,20017971,20849990,21456221,22424738,23164474,24471636,25720103,26936861,29042294,30272698,30743087,31545357,33276043,34573066,36791287,39313485,40380653,40123483,40927455,42265497,44151514,44567512
"09009","New Haven, CT ","1","CA4","11","...","  Nonfarm personal income 1/",3345294,3583520,3801449,4103302,4467221,4874284,5230220,5597114,6132019,6781639,7554356,8461879,9439998,10106700,10881763,12191624,13040162,14050222,15346698,16934917,18268012,18779454,18953063,20004796,20833782,21441820,22409120,23151387,24459213,25705427,26919912,29022850,30253493,30720850,31523227,33251698,34546438,36765544,39282891,40355384,40100638,40904465,42246038,44131392,44547914
"09009","New Haven, CT ","1","CA4","12","...","  Farm income 2/",7166,7065,7159,6928,8081,7584,7858,7476,9395,11338,9999,10710,7706,12064,11693,12503,11858,13080,12198,13454,11140,12408,10830,13175,16208,14401,15618,13087,12423,14676,16949,19444,19205,22237,22130,24345,26628,25743,30594,25269,22845,22990,19459,20122,19598
"09009","New Haven, CT ","1","CA4","20","...","Population (persons) 3/",747063,747435,757031,758131,756777,759277,759648,758263,757917,757121,760219,762066,763373,764877,770970,776264,783092,789528,796486,801339,804000,805366,807490,808659,808977,809178,809157,811000,813505,817313,820396,824911,829875,835099,841939,844505,847162,850207,853598,856622,860025,863380,863761,863604,862287
"09009","New Haven, CT ","1","CA4","30","...","Per capita personal income (dollars) 4/",4488,4804,5031,5422,5914,6430,6895,7391,8103,8972,9950,11118,12376,13229,14130,15722,16667,17812,19283,21150,22735,23333,23485,24755,25773,26516,27714,28563,30082,31469,32834,35207,36479,36814,37468,39403,40810,43273,46056,47139,46654,47404,48932,51125,51685
"09009","New Haven, CT ","1","CA4","35","...","Earnings by place of work",2635356,2772722,2895539,3152331,3458609,3700742,3781847,4055916,4457052,4961151,5499394,5912820,6335081,6656930,7233424,8164911,8832914,9552344,10672096,11875308,12477636,12754778,13005394,13667495,14177745,14561494,15032991,15705170,16762221,17826282,18708828,20201840,21054348,21763915,22253995,23512414,24086071,24959512,25783053,26113201,25740685,26104140,26618859,27424790,27894347
"09009","New Haven, CT ","1","CA4","36","...","Less: Contributions for government social insurance 5/",180415,188141,203266,234151,296384,330304,329632,359127,396063,452783,524191,563729,648154,692012,757949,877892,961245,1042786,1151944,1306442,1368838,1381413,1436124,1486998,1540077,1597601,1665622,1738809,1831397,1915854,1982318,2097636,2187256,2330125,2386916,2504797,2562944,2632758,2731657,2833808,2790838,2805133,2597686,2675314,3095426
"09009","New Haven, CT ","1","CA4","37","...","  Employee and self-employed contributions for government social insurance",87112,91304,98985,111691,140456,157243,158496,168021,183452,206410,241571,264654,308583,333527,361804,408416,461533,503715,561767,640495,684479,692913,728596,748774,773685,810367,848746,877580,921560,965159,1005758,1057459,1093722,1148472,1171638,1226551,1265817,1325213,1374716,1426988,1404508,1408229,1139797,1165172,1555283
"09009","New Haven, CT ","1","CA4","38","...","  Employer contributions for government social insurance",93303,96837,104281,122460,155928,173061,171136,191106,212611,246373,282620,299075,339571,358485,396145,469476,499712,539071,590177,665947,684359,688500,707528,738224,766392,787234,816876,861229,909837,950695,976560,1040177,1093534,1181653,1215278,1278246,1297127,1307545,1356941,1406820,1386330,1396904,1457889,1510142,1540143
"09009","New Haven, CT ","1","CA4","42","...","Plus: Adjustment for residence 6/",93334,97319,99848,114841,135465,158632,190705,223453,265628,328369,406809,522112,623136,697039,743113,836314,935537,1039193,1120836,1230513,1329831,1382731,1335563,1314572,1374657,1454619,1550843,1468198,1525582,1594539,1874257,1877289,2091273,1883777,1946336,2124962,2386928,2592657,2910003,3046422,2839202,2925145,3272135,3147586,3175329
"09009","New Haven, CT ","1","CA4","45","...","Equals: Net earnings by place of residence",2548275,2681900,2792121,3033021,3297690,3529070,3642920,3920242,4326617,4836737,5382012,5871203,6310063,6661957,7218588,8123333,8807206,9548751,10640988,11799379,12438629,12756096,12904833,13495069,14012325,14418512,14918212,15434559,16456406,17504967,18600767,19981493,20958365,21317567,21813415,23132579,23910055,24919411,25961399,26325815,25789049,26224152,27293308,27897062,27974250
"09009","New Haven, CT ","1","CA4","46","...","Plus: Dividends, interest, and rent 7/",542052,588884,621174,660917,727117,824036,885097,934749,1030455,1151525,1293813,1599463,1956724,2144416,2258919,2610256,2695476,2882234,3035141,3338151,3811040,3768772,3527399,3530009,3716146,3783093,4031500,4177819,4367095,4525664,4556676,5072158,5086148,4885083,5116986,5233451,5574489,6461496,7637664,7738876,7111586,7149045,7370712,8415182,8677704
"09009","New Haven, CT ","1","CA4","47","...","Plus: Personal current transfer receipts",262133,319801,395313,416292,450495,528762,710061,749599,784342,804715,888530,1001923,1180917,1312391,1415949,1470538,1549338,1632317,1682767,1810841,2029483,2266994,2531661,2992893,3121519,3254616,3475026,3552096,3648135,3689472,3779418,3988643,4228185,4540437,4614956,4910013,5088522,5410380,5714422,6315962,7222848,7554258,7601477,7839270,7915558
"09009","New Haven, CT ","1","CA4","50","...","Wages and salaries",2152594,2277221,2360715,2557750,2801035,3001531,3024122,3206849,3480481,3847635,4263863,4611751,4932120,5203995,5618904,6323773,6864724,7433502,8349909,9219409,9592918,9798646,9926751,10248311,10491551,10773155,11178417,11826137,12651497,13420309,13998598,14942465,15332719,15593696,15881062,16611921,16950908,17639244,18478708,18919753,18230900,18372187,18855656,19465348,19824433
"09009","New Haven, CT ","1","CA4","60","...","Supplements to wages and salaries",251928,271767,294575,342172,385944,426868,467700,507055,578481,662077,757904,833425,922683,1005932,1110192,1256840,1379647,1513520,1664383,1844653,1981497,2028373,2094931,2273823,2377508,2392346,2419260,2512177,2627721,2768433,2919633,3144020,3300542,3517065,3786166,4149598,4275953,4235738,4399683,4571680,4593270,4675132,4775337,4784130,4730854
"09009","New Haven, CT ","1","CA4","61","...","  Employer contributions for employee pension and insurance funds 8/",158625,174930,190294,219712,230016,253807,296564,315949,365870,415704,475284,534350,583112,647447,714047,787364,879935,974449,1074206,1178706,1297138,1339873,1387403,1535599,1611116,1605112,1602384,1650948,1717884,1817738,1943073,2103843,2207008,2335412,2570888,2871352,2978826,2928193,3042742,3164860,3206940,3278228,3317448,3273988,3190711
"09009","New Haven, CT ","1","CA4","62","...","  Employer contributions for government social insurance",93303,96837,104281,122460,155928,173061,171136,191106,212611,246373,282620,299075,339571,358485,396145,469476,499712,539071,590177,665947,684359,688500,707528,738224,766392,787234,816876,861229,909837,950695,976560,1040177,1093534,1181653,1215278,1278246,1297127,1307545,1356941,1406820,1386330,1396904,1457889,1510142,1540143
"09009","New Haven, CT ","1","CA4","70","...","Proprietors' income 9/",230834,223734,240249,252409,271630,272343,290025,342012,398090,451439,477627,467644,480278,447003,504328,584298,588543,605322,657804,811246,903221,927759,983712,1145361,1308686,1395993,1435314,1366856,1483003,1637540,1790597,2115355,2421087,2653154,2586767,2750895,2859210,3084530,2904662,2621768,2916515,3056821,2987866,3175312,3339060
"09009","New Haven, CT ","1","CA4","71","...","  Farm proprietors' income",4356,4220,4231,3633,4327,3491,3388,2732,3656,7066,5056,5303,2270,5876,5658,6338,5454,6894,5821,6399,4016,4146,3598,5622,6835,4909,5371,3040,2455,4557,7272,7422,3763,569,1767,3410,8582,5090,6714,3106,1621,2625,3178,-5194,-6663
"09009","New Haven, CT ","1","CA4","72","...","  Nonfarm proprietors' income",226478,219514,236018,248776,267303,268852,286637,339280,394434,444373,472571,462341,478008,441127,498670,577960,583089,598428,651983,804847,899205,923613,980114,1139739,1301851,1391084,1429943,1363816,1480548,1632983,1783325,2107933,2417324,2652585,2585000,2747485,2850628,3079440,2897948,2618662,2914894,3054196,2984688,3180506,3345723
"09009","New Haven, CT ","1","CA4","7010","...","Total employment",343746,341697,335504,342677,357175,364298,349425,351258,361753,374218,385300,386193,385348,381104,385388,406456,416819,428205,441230,455617,453175,445131,426841,424565,429976,425475,432879,442172,446766,454473,459758,468887,471244,472129,469696,479040,482559,488643,495676,496216,483263,475669,481278,485913,490147
"09009","New Haven, CT ","1","CA4","7020","...","  Wage and salary employment",311347,308284,301666,307986,320540,327631,312776,314308,322977,333956,343812,343010,340442,334754,338443,357767,365131,373341,385559,393751,392276,381869,364417,357061,360234,361678,365644,372545,380525,388149,391889,397012,396333,395311,389206,394156,393151,395949,396996,395308,380217,374521,376917,382495,384755
"09009","New Haven, CT ","1","CA4","7040","...","  Proprietors employment",32399,33413,33838,34691,36635,36667,36649,36950,38776,40262,41488,43183,44906,46350,46945,48689,51688,54864,55671,61866,60899,63262,62424,67504,69742,63797,67235,69627,66241,66324,67869,71875,74911,76818,80490,84884,89408,92694,98680,100908,103046,101148,104361,103418,105392
